id,lat,lng,name,address,phone,leader,distance,worktime,image
1423269,54.34838625335426,31.83841931955179,Отделение полиции по Монастырщинскому району межмуниципального отдела Министерства внутренних дел России «Починковский»,"Смоленская обл, Монастырщина, Ленинская, 11",,,363280,Дежурная часть ОВД ведет прием граждан круглосуточно.,
1423272,53.945126,32.862888,Межмуниципальный отдел Министерства внутренних дел России «Рославльский»,"Смоленская обл, Рославль, Ленина, 14",,,331858,"Дежурная часть ОВД ведет прием граждан круглосуточно. В выходные и праздничные дни прием граждан осуществляется ответственным от руководящего состава ОВД с 10-00 до 13-00.
",
1423291,54.95157,31.094609,Межмуниципальный отдел Министерства внутренних дел России «Руднянский»,"Смоленская обл, Рудня, Набережная, 41",,,383063,Дежурная часть ОВД ведет прием граждан круглосуточно,
1423294,54.56615900882915,31.43556897957131,Отделение полиции по Краснинскому  району Межмуниципального отдела Министерства внутренних дел России «Руднянский»,"Смоленская обл, Красный, Кирова, 8",,,376568,Дежурная часть ОВД ведет прием граждан круглосуточно.,
1423299,55.109095,33.248526,Межмуниципальный отдел Министерства внутренних дел России «Сафоновский»,"Смоленская обл, Сафоново, Первомайская, 5",,,246836,Дежурная часть ОВД ведет прием граждан круглосуточно. В выходные дни прием граждан осуществляется ответственным от руководящего состава ОВД с 10-00 до 18-00. ,
1423306,55.51064708446759,33.49284023169398,Отделение полиции по Холм-Жирковскому  району межмуниципального отдела Министерства внутренних дел России «Сафоновский»,"Смоленская обл, Холм-Жирковский, Нахимовская, 15",,,221405,Дежурная часть ОВД ведет прием граждан круглосуточно.,
1423311,55.06884827342656,32.68418193721295,Межмуниципальный отдел Министерства внутренних дел России «Ярцевский»,"Смоленская обл, Ярцево, Советская, 5",,,282338,Дежурная часть ОВД ведет прием граждан круглосуточно,
1423315,55.19115139656754,32.40555897557559,Отделение полиции по Духовщинскому  району межмуниципального отдела Министерства внутренних дел России «Ярцевский»,"Смоленская обл, Духовщина, Советская, 22",,,295692,Дежурная часть ОВД ведет прием граждан круглосуточно.,
1423788,44.089406,41.977429,Отдел МВД России по Усть-Джегутинскому району,"Карачаево-Черкесская респ, Усть-Джегута, Ленина, 97",+7 (878) 227 49 70,,1342193,круглосуточно,
1423790,44.226863,42.04677,Отдел организации применения административного законодательства МВД по КЧР,"Карачаево-Черкесская респ, Черкесск, Кочубея, 174",,,1328661,"9:00 – 18:00, выходной: суббота, воскресенье",
1423791,44.226863,42.04677,Центр лицензионно-разрешительной работы МВД по КЧР,"Карачаево-Черкесская респ, Черкесск, Парковая, 19",,,1328661,"Вторник, пятница 9.00-18.00, четверг 9.00-11.00, понедельник, среда - неприемные дни, суббота, воскресенье - выходные",
1423792,44.226863,42.04677,Отдельный батальон дорожно-патрульной службы Государственной инспекции безопасности дорожного движения (ОБ ДПС ГИБДД МВД по КЧР),"Карачаево-Черкесская респ, Черкесск, Кочубея, 174",+7 (878) 229 27 98,,1328661,круглосуточно,
1423794,44.226863,42.04677,Тыл МВД по Карачаево-Черкесской Республике,"Карачаево-Черкесская респ, Черкесск, Ленина, 348",,,1328661," 8.30-18.00, суббота, воскресенье - выходные. ",
1424103,57.76124,158.682095,Отделение полиции № 14 (с. Тигиль) Корякского МО МВД России,"Камчатский край, Тигиль, Юшина, 2",+7 (415) 372 11 02,,6351489,9.00 - 18.00. Дежурная часть - круглосуточно.,
1424272,54.298858,155.946087,Отделение полиции № 12 (п. Соболево) Усть-Большерецкого МО МВД России,"Камчатский край, Соболево, Заречная, 9",+7 (415) 363 22 02,,6570263,9.00 - 18.00. Дежурная часть - круглосуточно.,
1425256,50.59781,36.587843,УМВД России по Белгородской области ,"Белгородская обл, Белгород, Славы, 70",+7 (472) 235 25 11,,572965,,
1425455,55.388722,36.741625,УМВД России по Наро-Фоминскому району,"Московская обл, Наро-Фоминск, Володарского, 9",+7 (496) 343 56 72,,43661,,
1425539,55.387617,36.741284,Наро-Фоминский отдел полиции,"Московская обл, Наро-Фоминск, Володарского, 4",+7 (496) 343 01 95,,43783,,
1425577,55.513275,36.974226,Селятинский отдел полиции ,"Московская (обл), Селятино (д),  2а",+7 (496) 342 53 20,,26687,,
1425602,55.54835,37.068899,Апрелевское отделение полиции,"Московская обл, Апрелевка, Ленина, 2",+7 (496) 345 00 70,,23143,,
1425625,55.346666,36.178642,Верейское отделение полиции,"Московская обл, Верея, Красная, 30/14",+7 (496) 346 76 77,,68770,,
1425632,50.615291,36.576245,УМВД России по г.Белгороду,"  , дом 133",+7 (472) 231 10 28,,571063,,
1425669,50.57732158414491,36.57549011045074,Отдел  полиции № 1 (Южный) УМВД России по г. Белгороду,"Белгородская обл, Белгород, Костюкова, дом 11",+7 (472) 254 90 60,,575277,,
1425714,56.845997,53.212478,МВД по Удмуртской Республике,"Удмуртская респ, Ижевск, Советская, 17",+7 (341) 293 21 45,,1003584,Круглосуточно,
1425768,50.62445235930088,36.58832972934548,Отдел  полиции № 2 (Восточный) УМВД России по г. Белгороду,"Белгородская обл, Белгород, Садовая, дом 116г",+7 (472) 226 37 94,,570008,,
1425859,56.886986,53.230759,Управление МВД России по г.Ижевску,"Удмуртская респ, Ижевск, Воткинское, 9",+7 (341) 294 00 01,,1004713,Круглосуточно,
1425949,50.602767,36.562357,Отдел полиции № 3 (Западный) УМВД России по г. Белгороду,"Белгородская обл, Белгород, Преображенская, дом 198",+7 (472) 222 86 40,,572498,,
1425987,56.44070406685721,52.20175197380441,"Межмуниципальный отдел полиции ""Можгинский""","Удмуртская респ, Можга, Ленина, 1",+7 (341) 393 15 11,,942504,Круглосуточно,
1426096,58.135907,52.663446,"Межмуниципальный отдел полиции ""Глазовский""","Удмуртская респ, Глазов, Мира, 27а",+7 (341) 413 02 22,,982139,Круглосуточно,
1426097,51.28713009890826,37.82404705966752,УМВД России по г. Старому Осколу ,"Белгородская обл, Старый Оскол, Ватутина, дом 9",+7 (472) 524 54 05,,498737,,
1426153,57.051806,53.987392,"Межмуниципальный отдел ""Воткинский""","Удмуртская респ, Воткинск, Советская, 62",+7 (341) 459 98 00,,1050669,Круглосуточно,
1426299,56.461621,53.803678,"Межмуниципальный отдел полиции ""Сарапульский""","Удмуртская респ, Сарапул, Первомайская, 13",+7 (341) 474 83 00,,1040623,Круглосуточно,
1426399,54.643806,19.892186,"Межмуниципальный отдел МВД России ""Балтийский""","Калининградская обл, Балтийск, Красной Армии, 1",+7 (401) 452 26 02,,1088142,"09.00 - 18.00
дежурная часть - круглосуточно",
1426412,54.648536,21.072815,"Межмуниципальный отдел МВД России ""Гвардейский""","Калининградская обл, Гвардейск, Гагарина, 12",+7 (401) 593 22 02,,1014258,"09.00 - 18.00
дежурная часть - круглосуточно",
1426427,54.773018,20.610784,ОМВД России по Гурьевскому району,"Калининградская обл, Гурьевск, Ленина, 3",+7 (401) 274 12 04,,1039998,"09.00 - 18.00
дежурная часть - круглосуточно",
1426447,54.597823,22.20648,"Межмуниципальный отдел МВД России ""Гусевский""","Калининградская обл, Гусев, Московская, 45",+7 (401) 433 24 10,,944767,"09.00 - 18.00
дежурная часть - круглосуточно",
1426458,54.958798,20.476639,ОМВД России по Зеленоградскому району,"Калининградская обл, Зеленоградск, Тургенева, 4",+7 (401) 503 25 32,,1044032,"09.00 - 18.00
дежурная часть - круглосуточно",
1426461,57.977097,53.01016,"Отдел МВД России ""Балезинский""","Удмуртская респ, Балезино, Красная, 2",+7 (734) 166 52 21,,999789,Круглосуточно,
1426470,54.942144,22.49059,Отделение полиции по Краснознаменскому району,"Калининградская обл, Краснознаменск, Калининградская, 63",+7 (401) 622 21 02,,918609,"09.00 - 18.00
дежурная часть - круглосуточно ",
1426481,55.031505,22.024831,"Межмуниципальный отдел МВД России ""Неманский""","Калининградская обл, Неман, Вокзальная, 3",+7 (401) 622 21 02,,945764,"09.00 - 18.00
дежурная часть - круглосуточно",
1426494,54.63413,22.567683,Отделение полиции по Нестеровскому району ,"Калининградская обл, Нестеров, Ватутина, 3",+7 (401) 442 21 02,,921253,"09.00 - 18.00
дежурная часть - круглосуточно",
1426730,51.296695,37.835054,Отдел полиции №1 УМВД России по г. Старому Осколу,"Белгородская обл, Старый Оскол, Ерошенко, 3",+7 (472) 546 26 02,,497761,,
1426763,51.29732,37.837417,Отдел полиции №2 УМВД России по г. Старому Осколу,"Белгородская обл, Старый Оскол, Комсомольская, дом 46",+7 (472) 544 53 65,,497709,,
1426822,50.619503,38.678034,"Межмуниципальный отдел МВД России ""Алексеевский""","Белгородская обл, Алексеевка, К.Маркса, 132",+7 (472) 343 47 41,,580687,,
1426823,44.226863,42.04677,Отдел МВД России по городу Черкесску,"Карачаево-Черкесская респ, Черкесск, Ворошилова, 3",+7 (878) 229 22 02,,1328661,круглосуточно,
1426981,50.564476,36.536585,ОМВД России по Белгородскому району,"Белгородская обл, Белгород, Молодежная, 1",+7 (472) 251 51 27,,576834,,
1427006,50.606168,36.008797,ОМВД России по Борисовскому району,"Белгородская обл, Борисовка, Куйбышева, 3",+7 (472) 465 15 02,,575160,,
1427043,50.218636,38.102815,ОМВД России по г.Валуйки и Валуйскому району,"Белгородская обл, Валуйки, Пушкина, 30",+7 (472) 363 31 75,,618797,,
1427122,50.1502673420463,38.44193699361482,ОМВД России по Вейделевскому району,"Белгородская обл, Вейделевка, Первомайская, 7",+7 (472) 375 57 89,,629402,,
1427169,44.269202,42.230062,Отдел МВД России по Прикубанскому району,"Карачаево-Черкесская респ, Кавказский, Балахонова, 3",+7 (878) 743 12 75,,1327646,круглосуточно,
1427174,50.50202377731178,37.82231912079576,ОМВД России по Волоконовскому району,"Белгородская обл, Волоконовка, Первомайская, 2",+7 (472) 355 11 02,,585504,,
1427268,50.483065,35.695052,ОМВД России по Грайворонскому району,"Белгородская обл, Грайворон, Народная, 1-а",+7 (472) 614 52 02,,591450,,
1427368,51.27521408399304,37.53715230503646,ОМВД России по г.Губкину,"Белгородская обл, Губкин, Дзержинского, 13",+7 (472) 414 63 03,,498354,,
1427389,50.811782,37.193352,ОМВД России по Корочанскому району,"Белгородская обл, Короча, Ленина",+7 (472) 315 51 67,,548702,,
1427917,61.28896,73.319442,Сургутский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Ханты-Мансийский Автономный округ - Югра АО, Сургут, Привокзальная, 17",Телефон доверия - 3462393158,,,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1427928,58.00736,56.186675,Пермское линейное управление Министерства внутренних дел Российской Федерации на транспорте,"Пермский край, Пермь, Генкеля, 6",Телефон доверия - 342 2302496,,,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1427939,51.777066,55.077767,Оренбургский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Оренбургская обл, Оренбург, Привокзальная, 1-а",+7 (353) 274 31 94,,1261347,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1427949,66.088564,76.685681,Ново-Уренгойский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Ямало-Ненецкий АО, Новый Уренгой, 26 Съезда КПСС, 13-а","телефон доверия -  3494 9455-50, телефон приемной - 3494 945499",,,"дежурная часть - круглосуточно
подразделения - 09.00 -18.00",
1427957,57.910144,59.98132,Линейный отдел Министерства внутренних дел Российской Федерации на транспорте на станции Нижний Тагил,"Свердловская обл, Нижний Тагил, Завокзальная, 3",телефон доверия - 3435 401071,,,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1427972,51.211976,58.619959,Орский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Оренбургская обл, Орск, Вокзальная, 35-а",+7 (353) 744 02 91,,1507273,круглосуточно,
1427987,56.762878,60.805767,Линейный отдел Министерства внутренних дел Российской Федерации в аэропорту Кольцово,"Свердловская обл, Екатеринбург, Бахчиванджи, 2",343 2268540,,,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1427997,57.147394,65.526971,Тюменский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Тюменская обл, Тюмень, Первомайская, 55-а",Телефон доверия - 34525-5107,,,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1428039,55.441606,65.344316,Курганский линейный отдел Министерства внутренних дел Российской Федерации на транспорте,"Курганская обл, Курган, имени Валерия Собанина, 1",+7 (352) 249 22 05,,1765831,"дежурная часть - круглосуточно
подразделения - 09.00-18.00
",
1428580,58.201698,68.253762,Тобольское линейное отделение полиции Тюменского линейного отдела МВД России на транспорте,"Тюменская (обл), Тобольск (г),  микрорайон им. Менделеева, 35",+7 (345) 636 26 50,,1892704,,
1428598,56.111805,69.511727,Линейное отделение полиции станции Ишим Тюменского линейного отдела МВД России на транспорте,"Тюменская обл, Ишим, Привокзальная, 4",+7 (345) 515 24 03,,2003475,,
1428615,57.183144,65.353263,Линейное отделение полиции в аэропорту Рощино Тюменского линейного отдела МВД России на транспорте,"Тюменская обл, Тюмень, Олега Антонова, 5",+7 (345) 243 28 06,,1733305,,
1428626,57.110706,65.612526,Линейное отделение полиции на станции Войновка Тюменского линейного отдела МВД России на транспорте,"Тюменская обл, Тюмень, 30 лет Победы, 127",+7 (345) 252 73 78,,1749783,,
1428777,56.791803,53.379924,"Отдел МВД России ""Завьяловский""","Удмуртская респ, Завьялово, Калинина, 24",+7 (341) 262 11 02,,1013771,Круглосуточно,
1428788,57.539642,53.083777,"Межмуниципальный отдел МВД России ""Игринский""","Удмуртская респ, Игра, Милиционная, 4",+7 (341) 344 17 84,,999024,Круглосуточно,
1428938,59.91237383060251,30.30941813970415,УМВД России по Адмиралтейскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Советский (пер), 9",+7 (812) 573 01 20,,607358,"09.00 - 18.00
дежурная часть - круглосуточно",
1429104,56.242714,51.152884,"Пункт полиции ""Краснополянский"" МО МВД России ""Вятскополянский""","Кировская обл, Красная Поляна, Дружбы, 39",+7 (833) 345 18 02,,878785,круглосуточно,
1429106,56.260098,51.275261,"Пункт полиции ""Сосновский"" МО МВД России ""Вятскополянский""","Кировская обл, Сосновка, Куйбышева, 11",+7 (833) 343 18 35,,886247,круглосуточно,
1429123,57.90068193399911,53.7125583179679,"Межмуниципальный отдел МВД России ""Кезский""","Удмуртская респ, Кез, Кирова, 8",+7 (834) 158 31 78,,1039890,Круглосуточно,
1429128,59.049583,52.33884,"Пункт полиции ""Песковский"" МО МВД России ""Омутнинский""","Кировская обл, Песковка, Морозова, 2а",+7 (833) 313 61 02,,984912,круглосуточно,
1429132,56.283615,51.516648,"Межмуниципальный отдел МВД России ""Кизнерский""","Удмуртская респ, Кизнер, Санаторная, 35",+7 (341) 543 16 02,,901009,Круглосуточно,
1429134,59.61709,52.45934,"Пункт полиции ""Рудничный"" ОМВД России по Верхнекамскому району","Кировская обл, Рудничный, Комсомольская, 10",+7 (833) 393 70 20,,1009620,круглосуточно,
1429140,56.26480897041837,54.19412250270657,Отдел МВД России   по Камбарскому району,"Удмуртская респ, Камбарка, К.Маркса, 61а",+7 (734) 153 31 32,,1065893,Круглосуточно,
1429141,56.557197,53.003908,Отдел МВД России по Малопургинскому району,"Удмуртская респ, Малая Пурга, Советская, 71",+7 (341) 384 16 49,,991270,Круглосуточно,
1429143,56.98164714510217,52.18777209886137,"Межмуниципальный отдел МВД России ""Увинский""","Удмуртская респ, Ува, К.Маркса, 22",+7 (834) 130 51 83,,941761,Круглосуточно,
1429154,55.171488,59.672641,Линейный отдел полиции на станции Златоуст Южно-Уральского линейного управления МВД России на транспорте,"Челябинская обл, Златоуст, им П.П.Аносова, 253",+7 (351) 369 35 46,,1422137,круглосуточно,
1429247,53.052978,60.639174,Карталинский линейный отдел Южно-Уральского линейного управления МВД России на транспорте,"Челябинская обл, Карталы, Пушкина, 15",+7 (351) 337 28 13,,1548770,"дежурная часть - круглосуточно
подразделения - 09.00 - 18.00",
1429477,54.41008,22.008024,Отделение полиции по Озерскому району,"Калининградская обл, Озерск, Суворова, 10",+7 (401) 423 24 02,,962349,"09.00 - 18.00
дежурная часть - круглосуточно",
1429479,54.860492,21.102872,Отделение полиции по Полесскому району,"Калининградская обл, Полесск, Театральная, 4",+7 (401) 583 52 02,,1007167,"09.00 - 18.00
дежурная часть - круглосуточно",
1429480,54.443843,21.006573,Отделений полиции по Правдинскому району,"Калининградская обл, Правдинск, Кутузова, 42",+7 (401) 572 14 02,,1023915,"09.00 - 18.00
дежурная часть - круглосуточно",
1429481,54.953871,20.228237,Отделение полиции по Пионерскому городскому округу ,"Калининградская обл, Пионерский, Комсомольская, 36",+7 (401) 552 18 02,,1059652,"09.00 - 18.00
дежурная часть - круглосуточно",
1429482,54.932845,20.160513,"Межмуниципальный отдел МВД России ""Светлогорский"" ","Калининградская обл, Светлогорск, Вокзальная, 7",+7 (401) 532 12 02,,1064355,"09.00 - 18.00
дежурная часть - круглосуточно",
1429483,54.865394,19.946246,"Территориальный пункт полиции МО МВД ""Светлогорский"" ","Калининградская обл, Янтарный, Советская, 57",+7 (401) 533 74 02,,1079293,"09.00 - 18.00
дежурная часть - круглосуточно",
1429485,54.68209257904038,20.13070254059712,Отдел полиции по Светловскому ГО,"Калининградская обл, Светлый, Горького, 13",+7 (401) 523 53 02,,1072258,"09.00 - 18.00
дежурная часть - круглосуточно",
1429486,55.04539070894337,21.68853261745789, Отдел полиции по Славскому муниципальному району,"Калининградская обл, Славск, Пушкина, 4/6",+7 (401) 633 11 02,,966475,"09.00 - 18.00
дежурная часть - круглосуточно",
1429487,55.076236,21.885143,"Межмуниципальный отдел МВД России ""Советский""","Калининградская обл, Советск, Ленина, 11",+7 (401) 613 66 11,,953553,"09.00 - 18.00
дежурная часть - круглосуточно",
1429489,54.630706,21.819503,ОМВД России по Черняховскому району,"Калининградская обл, Черняховск, Прегельная, 2",+7 (401) 413 25 88,,968072,"09.00 - 18.00
дежурная часть - круглосуточно",
1430063,59.93208146190802,30.29928041104507,1 отдел полиции Адмиралтейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Якубовича (ул), 16",+7 (812) 573 02 10,,609335,"09.00 - 18.00
дежурная часть - круглосуточно",
1430066,59.92179506901281,30.30700450429917,2 отдел полиции Адмиралтейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Садовая (ул), 58",+7 (812) 573 02 24,,608209,"09.00 - 18.00
дежурная часть - круглосуточно",
1430068,59.911326,30.326289,38 отдел полиции Адмиралтейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Обводного канала (наб), 117",+7 (812) 573 02 83,,606628,"09.00 - 18.00
дежурная часть - круглосуточно",
1430070,67.6446254833349,52.9982545633961,УМВД России по Ненецкому автономному округу,"Ненецкий АО, Нарьян-Мар, им И.П.Выучейского, 13",+7 (818) 534 21 26,,1555231,"Будни 9.00-18.00
Дежурная часть круглосуточно",
1430072,59.90979075331249,30.2818681312828,77 отдел полиции Адмиралтейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Обводного канала (наб), 205",+7 (812) 573 03 04,,608206,"09.00 - 18.00
дежурная часть - круглосуточно",
1430073,67.6374350529028,52.99780490366548,Центр лицензионно-разрешительной работы УМВД России по Ненецкому автономному округу,"Ненецкий АО, Нарьян-Мар, им В.И.Ленина, 27б",,,1554607,"Среда 10.00 -17.30  перерыв  13.00 -14.00
Пятница 10.00-16.00 перерыв 13.00-14.00
Суббота 09.30-15.00 без перерыва",
1430080,59.94095356891652,30.20945060978698,УМВД России по Василеостровскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Морская (наб), 15 г",+7 (812) 356 96 67,,613489,"09.00 - 18.00
дежурная часть - круглосуточно",
1430107,59.933325,30.269075,16 отдел полиции Василеостровского района г.Санкт-Петербурга ,"Санкт-Петербург (г),  19-я В.О. (линия), 10",+7 (812) 573 04 87,,610589,"09.00 - 18.00
дежурная часть - круглосуточно",
1430108,59.945603,30.272767,30 отдел полиции Василеостровского района г.Санкт-Петербурга ,"Санкт-Петербург (г),  8-я В.О. (линия), 69",+7 (812) 573 04 14,,611438,"09.00 - 18.00
дежурная часть - круглосуточно",
1430110,59.937382,30.239404,37 отдел полиции Василеостровского района г.Санкт-Петербурга ,"Санкт-Петербург (г),  Карташихина (ул), 23",+7 (812) 356 37 02,,612053,"09.00 - 18.00
дежурная часть - круглосуточно",
1430114,59.958093,30.224905,60 отдел полиции Василеостровского района г.Санкт-Петербурга ,"Санкт-Петербург (г),  Кораблестроителей (ул), 40 6",+7 (812) 352 36 33,,614274,"09.00 - 18.00
дежурная часть - круглосуточно",
1430123,59.966273,30.349151,УМВД России по Выборгскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Лесной (пр-кт), 20-9",+7 (812) 542 02 02,,610210,"09.00 - 10.00
дежурная часть - круглосуточно",
1430125,60.015093,30.366641,19 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Тихорецкий (пр-кт), 14-2",+7 (812) 550 19 02,,613537,"09.00. - 18.00
дежурная часть - круглосуточно",
1430126,59.970497,30.345045,20 отдел полиции Выборгского район г.Санкт-Петербурга,"Санкт-Петербург (г),  Смолячкова (ул), 15",+7 (812) 542 20 02,,610709,"09.00 - 18.00
дежурная часть - круглосуточно",
1430127,60.026698,30.327106,36 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Есенина (ул), 2",+7 (812) 553 36 02,,615968,"09.00 - 18.00
дежурная часть - круглосуточно",
1430133,60.078167,30.289107,49 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург г, Парголово, Ломоносова, 90",+7 (812) 594 84 18,,621604,"09.00 - 18.00
дежурная часть - круглосуточно",
1430137,60.041525,30.368923,57 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Культуры (пр-кт), 12-3",+7 (812) 559 57 02,,615620,"09.00 - 18.00
дежурная часть - круглосуточно",
1430138,60.052753,30.320324,58 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Хошимина (ул), 8-1",+7 (812) 517 58 02,,618355,"09.00 - 18.00
дежурная часть - круглосуточно",
1430140,60.053004,30.344129,59 отдел полиции Выборгского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Есенина (ул), 27",+7 (812) 517 59 02,,617487,"09.00 - 18.00
дежурная часть - круглосуточно",
1430143,59.966421,30.381418,УМВД России по Калининскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Минеральная (ул), 3",+7 (812) 540 02 02,,609004,"09.00 - 18.00
дежурная часть - круглосуточно",
1430145,60.018924,30.41488,3 Отдел Полиции Калининского Района Г.санкт-петербурга,"Санкт-Петербург (г),  , Северный (пр-кт), 79",,,,"09.00 - 18.00
дежурная часть - круглосуточно",
1430148,60.018974,30.39563,6 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Гражданский (пр-кт), 90-8",+7 (812) 533 06 02,,612771,"09.00 - 18.00
дежурная часть - круглосуточно",
1430150,60.024736261144234,30.42996240244672,15 Отдел Полиции Калининского Района Г.санкт-петербурга,"Санкт-Петербург (г),  , Лужская (ул), 9",,,,"09.00 - 18.00
дежурная часть - круглосуточно",
1430154,60.04685008895692,30.38775049934329,17 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Демьяна Бедного (ул), 26-Г",+7 (812) 559 17 02,,615357,"09.00 - 18.00
дежурная часть - круглосуточно",
1430155,59.984593,30.400328,21 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Кондратьевский (пр-кт), 87",+7 (812) 545 21 02,,609777,"09.00 - 18.00
дежурная часть - круглосуточно",
1430158,59.968565,30.385434,61 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Кондратьевский (пр-кт), 25",+7 (812) 542 61 02,,609028,"09.00 - 18.00
дежурная часть - круглосуточно",
1430162,60.006881,30.400004,62 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Бутлерова (ул), 34",+7 (812) 535 62 02,,611615,"09.00 - 18.00
дежурная часть - круглосуточно",
1430165,60.033917,30.403598,63 отдел полиции Калининского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Брянцева (ул), 5",+7 (812) 531 63 02,,613703,"09.00 - 18.00
дежурная часть - круглосуточно",
1430166,59.895028,30.279522,УМВД России по Кировскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Стачек (пр-кт), 18",+7 (812) 573 13 10,,607110,"09.00 - 18.00
дежурная часть - круглосуточно",
1430167,59.841337,30.228157,8 отдел полиции Кировского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Лени Голикова (ул), 31-2",+7 (812) 752 08 02,,604814,"09.00 - 18.00
дежурная часть - круглосуточно",
1430170,59.888379,30.264251,31 отдел полиции Кировского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Севастопольская (ул), 50-11",+7 (812) 252 07 02,,607165,"09.00 - 18.00
дежурная часть - круглосуточно",
1430171,59.856524,30.22998,64 Отдел Полиции Кировского Района Г.санкт-петербурга,"Санкт-Петербург (г),  , Маршала Жукова (пр-кт), 30-3",,,,"09.00 - 18.00
дежурная часть - круглосуточно",
1430174,59.749366,30.604955,ОМВД России по Колпинскому району г.Санкт-Петербурга,"Санкт-Петербург г, Колпино, Труда, 6",+7 (812) 573 05 30,,582883,"09.00 - 18.00
дежурная часть - круглосуточно",
1430175,59.811736,30.577826,39 отдел полиции Колпинского района г.Санкт-Петербурга,"Санкт-Петербург г, Металлострой, Центральная, 24",+7 (812) 464 02 02,,588975,"09.00 - 18.00
дежурная часть - круглосуточно",
1430178,59.735391,30.588713,55 отдел полиции Колпинского района г.Санкт-Петербурга,"Санкт-Петербург г, Колпино, Трудящихся, 32",+7 (812) 573 06 14,,582377,"09.00 - 18.00
дежурная часть - круглосуточно",
1430180,59.737151,30.618897,80 Отдел Полиции Колпинского Района Г.санкт-петербурга,"Санкт-Петербург г,  Колпино, Ижорского Батальона, 21",,,,"09.00 - 18.00
дежурная часть - круглосуточно",
1430181,59.955791,30.418546,УМВД России по Красногвардейскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Краснодонская (ул), 14",+7 (812) 224 02 02,,606738,"09.00 - 18.00
дежурная часть - круглосуточно",
1430183,59.937662,30.472094,13 отдел полиции Красногвардейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Передовиков (ул), 3",+7 (812) 520 13 02,,603242,"09.00 - 18.00
дежурная часть - круглосуточно",
1430184,59.951767,30.423253,22 отдел полиции Красногвардейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Металлистов (пр-кт), 13",+7 (812) 224 22 02,,606232,"09.00 - 18.00
дежурная часть - круглосуточно",
1430188,59.961728,30.486377,26 отдел полиции по Красногвардейскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Ириновский (пр-кт), 46",+7 (812) 527 50 20,,604680,"09.00 - 18.00
дежурная часть - круглосуточно",
1430190,59.931643,30.419399,52 отдел полиции Красногвардейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Заневский (пр-кт), 28-2",+7 (812) 444 92 98,,604736,"09.00 - 18.00
дежурная часть - круглосуточно",
1430191,59.97703,30.427035,66 отдел полиции Красногвардейского района г.Санкт-Петербурга,"Санкт-Петербург (г),  Бестужевская (ул), 59",+7 (812) 544 66 02,,608157,"09.00 - 18.00
дежурная часть - круглосуточно",
1430192,59.830902,30.181256,УМВД России по Красносельскому району г.Санкт-Петербурга,"Санкт-Петербург (г),  Авангардная (ул), 35",+7 (812) 573 53 60,,605821,"09.00 - 18.00
дежурная часть - круглосуточно",
1430194,59.742493,30.089933,9 отдел полиции Красносельского района г.Санкт-Петербурга,"Санкт-Петербург г, Красное Село, Бронетанковая, 10-1",+7 (812) 741 80 02,,602521,"09.00 - 18.00
дежурная часть - круглосуточно",
