id,lat,lng,name,address,phone,leader,distance,worktime,image
1412861,57.902511603917,38.06536727612685,"Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Некоузский"" (Некоузский МО МВД России)","Ярославская обл, Новый Некоуз, Кооперативная, 14",+7 (485) 472 12 76,,248092,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1412888,55.78253453695407,49.15591099808992,"Отдел полиции №2 ""Вишневский"" УМВД России по г. Казани","Татарстан респ, Казань, Центральная, 64",+7 (843) 277 04 08,,758203,,
1412905,58.641157,49.720421,Пункт полиции №5 УМВД России по г. Кирову (пос. Коминтерновский),"Кировская обл, Киров, Клубная, 3",+7 (833) 240 01 74,,827870,круглосуточно,
1412906,58.667566,52.178598,"Межмуниципальный отдел МВД России ""Омутнинский""","Кировская обл, Омутнинск, Коковихина, 21",+7 (833) 522 33 02,,965668,круглосуточно,
1412910,55.817679,49.055363,"Отдел полиции №3 ""Зареченский"" УМВД России по г. Казани","Татарстан респ, Казань, Димитрова, 11",+7 (843) 291 43 00,,751635,,
1412919,58.51905,49.454242,Пункт полиции №6 УМВД России по г.Кирову (пос. Лянгасово),"Кировская обл, Киров, Ленина, 5",+7 (833) 260 50 82,,809160,круглосуточно,
1412920,58.30097521543861,37.86588694281387,"Отделение полиции ""Брейтовское"" Некоузского МО МВД России","Ярославская обл, Брейтово, Память Калинина, 4",+7 (485) 452 13 02,,287698,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1412922,58.86854,53.252588,"Отделение полиции ""Афанасьевское"" МО МВД России ""Омутнинский""","Кировская обл, Афанасьево, Советская, 14",+7 (833) 312 16 05,,1030889,круглосуточно,
1412925,55.819171,48.900736,"Отдел полиции №4 ""Юдино"" УМВД России по г.Казани","Татарстан респ, Казань, Ильича, 28",+7 (843) 516 26 02,,742006,,
1412933,58.402703,49.043927,"Межмуниципальный отдел МВД России ""Оричевский""","Кировская обл, Оричи, Комсомольская, 51",+7 (833) 542 17 60,,782607,круглосуточно,
1412935,56.224422,51.076878,"Межмуниципальный отдел МВД России ""Вятскополянский""","Кировская обл, Вятские Поляны, Мира, 35",+7 (833) 346 29 16,,874184,круглосуточно,
1412940,55.832626,49.075916,"Отдел полиции №5 ""Московский"" УМВД России по г. Казани","Татарстан респ, Казань, Восстания, 55",+7 (843) 291 45 50,,752785,,
1412945,58.405834,51.145194,"Межмуниципальный отдел МВД России ""Зуевский""","Кировская обл, Зуевка, Свердлова, 121",+7 (833) 372 60 64,,900787,круглосуточно,
1412951,58.361532,51.591388,"Пункт Полиции \""фаленский"" Мо Мвд России \""зуевский""","Кировская (обл), Фаленский р-н, Фаленки, Свободы, 86",,,,круглосуточно,
1412952,55.834057,49.130974,"Отдел полиции №6 ""Савиново"" УМВД России по г. Казани","Татарстан респ, Казань, Фатыха Амирхана, 71а",+7 (843) 291 42 12,,756196,,
1412956,58.022068,49.099326,"Пункт полиции ""Верхошижемский"" МО МВД России ""Оричевский""","Кировская обл, Верхошижемье, Кирова, 6",+7 (833) 352 14 12,,774542,круглосуточно,
1412962,55.83708,49.091286,"Отдел полиции №7 ""Гагаринский"" УМВД России по г. Казани","Татарстан респ, Казань, Гагарина, 79б",+7 (843) 561 22 20,,753704,,
1412964,58.73026619644984,50.18640202337647,"Межмуниципальный отдел МВД России ""Слободской""","Кировская обл, Слободской, Володарского, 58",+7 (833) 624 13 02,,856476,круглосуточно,
1412966,57.18434670163857,39.42365500225159,"Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Ростовский"" (Ростовский МО МВД России)","Ярославская обл, Ростов, Коммунальная, 11",+7 (485) 366 08 65,,218482,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1412968,56.936322,51.068892,"Межмуниципальный отдел МВД России ""Кильмезский""","Кировская обл, Кильмезь, Строителей, 7",+7 (833) 382 19 90,,873888,круглосуточно,
1412991,55.77115,49.137181,"Отдел полиции №8 ""Эсперанто"" УМВД России по г Казани","Татарстан респ, Казань, Эсперанто, 37",+7 (843) 291 49 03,,757144,,
1413012,58.853928,50.880021,"Отделение полиции ""Белохолуницкое"" МО МВД России ""Слободской""","Кировская обл, Великое Поле, Великопольская, 2а",+7 (833) 644 10 02,,898635,круглосуточно,
1413020,57.506933,50.493592,"Пункт Полиции \""немский"" Мо Мвд России \""кильмезский""","Кировская (обл), Немский р-н, Нема, Мира, 24",,,,круглосуточно,
1413022,59.313953,50.806889,"Отделение полиции ""Нагорское"" МО МВД России ""Слободской""","Кировская обл, Нагорск, Советская, 151",+7 (833) 492 18 64,,910550,круглосуточно,
1413029,57.834145,50.065033,"Пункт Полиции \""сунский"" Мо Мвд России \""кильмезский""","Кировская (обл), Сунский р-н, Суна, Дружбы, 16",,,,круглосуточно,
1413030,55.748265,49.231073,Отдел полиции №9 УМВД России по г. Казани,"Татарстан респ, Казань, Сафиуллина, 17а",+7 (843) 268 28 60,,763207,,
1413034,58.680306,50.0254,"Пункт полиции ""Вахрушевский"" МО МВД России ""Слободской""","Кировская обл, Вахруши, Пролетарская, 2",+7 (833) 623 13 02,,845978,круглосуточно,
1413039,57.591261,48.962477,"Межмуниципальный отдел МВД России ""Советский""","Кировская обл, Советск, Кирова, 14",+7 (833) 752 14 02,,756529,круглосуточно,
1413040,57.26353707636792,39.15005753722943,"Отделение полиции ""Борисоглебское"" Ростовского МО МВД России","Ярославская обл, Борисоглебский, Устьенская, 21",+7 (485) 392 13 08,,214088,"дежурная часть: круглосуточно
подразделения: понедельник-четверг с 9.00 до 18.15, пятница с 9.00 до 17.00
",
1413045,57.460568,48.541544,"Отделение полиции ""Пижанское"" МО МВД России ""Советский""","Кировская обл, Пижанка, Труда, 8а",+7 (833) 552 14 02,,729237,круглосуточно,
1413048,57.113374,50.002268,Отдел МВД России по Уржумскому району,"Кировская обл, Уржум, Рокина, 20",+7 (833) 632 10 44,,810955,круглосуточно,
1413052,59.043436,49.283544,"Межмуниципальный отдел МВД России ""Юрьянский""","Кировская обл, Юрья, Ленина, 30",+7 (833) 662 12 49,,818880,круглосуточно,
1413054,57.871121,39.513,"Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Тутаевский"" (Тутаевский МО МВД России) ","Ярославская обл, Тутаев, Дементьева, 5",+7 (485) 332 31 12,,281454,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1413065,58.541879,48.903781,"Отделение полиции ""Орловское"" МО МВД России ""Юрьянский""","Кировская обл, Орлов, Орловская, 51",+7 (833) 652 16 89,,779519,круглосуточно,
1413069,58.736879,49.464051,"Пункт Полиции \""мурыгинский"" Мо Мвд России \""юрьянский""","Кировская (обл), Юрьянский р-н, Мурыгино, Фестивальная, 20",,,,круглосуточно,
1413070,61.671508,50.840666,МВД по Республике Коми,"Коми респ, Сыктывкар, Кирова, 38",,,1030029,,
1413074,57.30398,47.875938,"Межмуниципальный отдел МВД России ""Яранский""","Кировская обл, Яранск, Карла Маркса, 24",+7 (833) 672 16 54,,686986,круглосуточно,
1413075,57.71836092872339,38.93640643435857,"Отделение полиции ""Большесельское"" Тутаевского МО МВД России","Ярославская обл, Большое Село, Челюскинцев, 24",+7 (485) 422 16 40,,248927,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1413078,56.942249,47.263008,"Отделение Полиции \""санчурское"" Мо Мвд России \""яранский""","Кировская (обл), Санчурский р-н, Санчурск, Карла Маркса, 19",,,,круглосуточно,
1413082,57.680744,48.301631,"Пункт Полиции \""арбажский"" Мо Мвд России \""яранский""","Кировская (обл), Арбажский р-н, Арбаж, Советская, 12",,,,круглосуточно,
1413087,57.305138,47.210933,"Пункт полиции ""Кикнурский"" МО МВД России ""Яранский""","Кировская обл, Кикнур, Советская, 34",+7 (833) 415 15 02,,647801,круглосуточно,
1413088,58.553858,50.040186,"Межмуниципальный отдел МВД России ""Кирово-Чепецкий""","Кировская обл, Кирово-Чепецк, Мира, 28",+7 (833) 614 55 92,,842811,круглосуточно,
1413091,57.605913,47.928229,"Пункт Полиции \""тужинский"" Мо Мвд России \""яранский""","Кировская (обл), Тужинский р-н, Тужа, Советская, 20",,,,круглосуточно,
1413092,58.297288,48.329847,"Межмуниципальный отдел МВД России ""Котельничский""","Кировская обл, Котельнич, Прудная, 55",+7 (833) 424 25 53,,739413,круглосуточно,
1413094,57.60607799067964,39.85043751156997,Отдел Министерства внутренних дел Российской Федерации по Ярославскому району Ярославской области (Ярославский ОМВД России),"Ярославская обл, Ярославль, Лекарская, 10-а",+7 (485) 221 54 02,,270418,"дежурная часть: круглосуточно
подразделения: понедельник-четверг 9.00-18.15, пятница 9.00-17.00
",
1413096,59.060406,49.287389,"Межмуниципальный отдел МВД России по ЗАТО ""Первомайский""","Кировская обл, Первомайский, Савельева, 5",+7 (833) 662 43 02,,819766,круглосуточно,
1413097,58.770527,47.968087,"Отделение полиции ""Даровское"" МО МВД России ""Котельничский""","Кировская обл, Даровской, Советская, 48",+7 (833) 362 14 35,,737613,круглосуточно,
1413098,61.674304,50.825394,Управление МВД РФ по г. Сыктывкару,"Коми респ, Сыктывкар, Первомайская, 21",,,1029529,,
1413101,61.693226,50.807805,Отдел полиции №1 в составе УМВД РФ по г. Сыктывкару,"Коми респ, Сыктывкар, Октябрьский, 180",,,1029916,,
1413102,57.757433,51.497774,"Пункт полиции ""Унинский"" МО МВД России ""Куменский""","Кировская обл, Уни, Уни-Порез",+7 (833) 592 11 02,,908023,круглосуточно,
1413103,61.799378,50.741932,Отдел полиции №2 в составе УМВД РФ по г. Сыктывкару,"Коми респ, Сыктывкар, Борисова, 11",,,1033621,,
1413104,60.62551834672749,47.27077041685838,"Межмуниципальный отдел МВД России ""Лузский""","Кировская обл, Луза, В.Козлова, 7",+7 (833) 465 14 68,,806966,круглосуточно,
1413107,67.498367,64.041139,Отдел МВД РФ по г. Воркуте,"Коми респ, Воркута, Ленинградская, 27",,,1904051,,
